,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,time_ride,date_hour,temp,location,clouds,pressure,rain,humidity,wind,time_weather
3855,1.18,Lyft,Haymarket Square,Financial District,16.5,1.0,236b2794-9f69-41cf-8115-ba673f856e64,lyft_lux,Lux Black,2018-11-28 07:34:35.571,2018-11-28:07.34.35,35.86,Financial District,0.15,991.76,0.0,0.77,6.73,2018-11-28 07:34:35.000
2120,1.63,Uber,West End,South Station,15.0,1.0,ec2b5272-37c3-4069-8b20-c480fcfec84d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 01:51:40.877,2018-11-29:01.51.40,38.45,South Station,0.58,997.62,0.002,0.7,10.03,2018-11-29 01:51:40.000
929,1.49,Lyft,Back Bay,Boston University,16.5,1.5,fcdfe552-7c03-4d88-8e12-7f6a4cedc5cc,lyft_plus,Lyft XL,2018-11-28 09:48:16.736,2018-11-28:09.48.16,33.53,Boston University,0.39,991.96,0.0,0.83,6.79,2018-11-28 09:48:16.000
764,1.08,Uber,North End,North Station,11.5,1.0,8680d568-ead8-4e92-b46f-a1a2d198cb15,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 04:02:07.874,2018-11-29:04.02.07,37.64,North Station,0.62,998.37,0.0,0.71,9.3,2018-11-29 04:02:07.000
2969,4.51,Lyft,Financial District,Boston University,13.5,1.0,c4ed1d0d-e190-42d9-af8a-1119c1645584,lyft,Lyft,2018-11-28 07:34:35.403,2018-11-28:07.34.35,34.99,Boston University,0.16,991.78,0.0,0.8,6.5,2018-11-28 07:34:35.000
2255,3.15,Uber,Northeastern University,West End,23.0,1.0,fcd3b181-15e9-4ec9-8475-38d70f52f873,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 00:45:22.373,2018-11-28:00.45.22,38.82,West End,0.04,992.1,0.0,0.73,7.51,2018-11-28 00:45:22.000
3220,4.55,Lyft,Boston University,Financial District,34.0,1.0,62ffb500-2599-42bb-9266-00b75becfb1d,lyft_lux,Lux Black,2018-11-28 17:32:07.898,2018-11-28:17.32.07,41.56,Financial District,0.85,991.66,0.0,0.63,9.94,2018-11-28 17:32:07.000
1173,0.94,Lyft,Financial District,Haymarket Square,5.0,1.0,67e0f38d-e1d1-4c02-acef-60cd8000896e,lyft_line,Shared,2018-11-28 13:32:07.642,2018-11-28:13.32.07,37.96,Haymarket Square,0.55,991.82,0.0,0.69,6.72,2018-11-28 13:32:07.000
1371,3.54,Lyft,North Station,Boston University,32.5,1.0,8188b7b6-d0e9-4181-b84f-1a736d879731,lyft_luxsuv,Lux Black XL,2018-11-26 06:29:02.120,2018-11-26:06.29.02,40.45,Boston University,1.0,1014.16,0.0,0.92,1.27,2018-11-26 06:29:02.000
3235,1.22,Uber,Northeastern University,Back Bay,7.5,1.0,f728e85d-b205-4dee-87dc-da4e3b275364,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 09:34:34.992,2018-11-28:09.34.34,33.5,Back Bay,0.42,991.76,0.0,0.83,5.97,2018-11-28 09:34:34.000
416,1.04,Uber,Financial District,North End,9.5,1.0,c00d13ac-4a36-4f12-a874-88604d74ec3f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 07:11:17.363,2018-11-26:07.11.17,41.18,North End,0.97,1014.35,0.0,0.92,1.83,2018-11-26 07:11:17.000
2537,0.8,Uber,Financial District,Haymarket Square,27.5,1.0,22a6c8fc-77fb-445c-a83a-6b3fc23609a3,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 17:32:07.790,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
1316,1.28,Lyft,North End,Financial District,10.5,1.0,a5466a30-1dcb-4ad3-ad25-16d42ef49345,lyft_plus,Lyft XL,2018-11-26 22:42:24.280,2018-11-26:22.42.24,45.52,Financial District,0.97,1007.96,0.0118,0.84,9.72,2018-11-26 22:42:24.000
1949,1.97,Uber,Northeastern University,Beacon Hill,9.0,1.0,3470ae7e-067d-4eea-a8f4-09d3dfd9875f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 10:32:07.963,2018-11-28:10.32.07,32.83,Beacon Hill,0.16,991.41,0.0,0.85,6.38,2018-11-28 10:32:07.000
468,3.04,Uber,West End,Boston University,10.0,1.0,949eb1f4-4ede-4a4e-a2dd-b419d64b4eee,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 11:06:24.463,2018-11-28:11.06.24,32.99,Boston University,0.4,990.69,0.0,0.83,6.5,2018-11-28 11:06:24.000
785,0.76,Lyft,Haymarket Square,West End,27.5,1.0,b4fe0789-5dc4-4cb6-99d5-b2ec05528fcf,lyft_luxsuv,Lux Black XL,2018-11-28 15:02:07.364,2018-11-28:15.02.07,39.55,West End,0.26,991.73,0.0,0.65,8.17,2018-11-28 15:02:07.000
1987,1.06,Lyft,North End,North Station,16.5,1.0,b27771f6-5b90-4dc1-a91b-89fd15267cef,lyft_lux,Lux Black,2018-11-28 09:32:18.530,2018-11-28:09.32.18,33.33,North Station,0.42,991.79,0.0,0.84,5.9,2018-11-28 09:32:18.000
3681,1.16,Uber,West End,North End,27.0,1.0,df5ef599-ef7e-4fc8-b952-299055b4c183,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 15:05:09.927,2018-11-26:15.05.09,43.36,North End,0.97,1014.51,0.0,0.9,3.51,2018-11-26 15:05:09.000
1704,2.58,Uber,Beacon Hill,South Station,31.5,1.0,1197bc96-4df3-466f-828a-062879e2a94f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 11:06:24.631,2018-11-28:11.06.24,33.82,South Station,0.37,990.68,0.0,0.8,6.63,2018-11-28 11:06:24.000
3840,1.29,Lyft,Haymarket Square,Financial District,11.0,1.0,bba1daa6-060e-495f-a6d6-6b717aebfaa5,lyft_plus,Lyft XL,2018-11-26 19:35:10.011,2018-11-26:19.35.10,46.64,Financial District,0.91,1010.88,0.0,0.81,8.59,2018-11-26 19:35:10.000
1526,3.07,Uber,North Station,Fenway,22.5,1.0,b9f84a82-76a0-46a4-b0d7-d9a0878d6f75,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 01:02:08.520,2018-11-29:01.02.08,38.61,Fenway,0.72,997.16,0.0,0.71,9.82,2018-11-29 01:02:08.000
1010,0.55,Uber,South Station,Theatre District,6.5,1.0,ae357818-ecd4-425c-9365-ee41a99defa2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 04:09:18.816,2018-11-29:04.09.18,37.47,Theatre District,0.59,998.46,0.0,0.71,9.49,2018-11-29 04:09:18.000
153,1.01,Lyft,Financial District,Haymarket Square,11.0,1.0,8051005c-9020-4943-ab3a-7c20c744d2ef,lyft_plus,Lyft XL,2018-11-26 06:49:45.757,2018-11-26:06.49.45,41.13,Haymarket Square,0.98,1014.35,0.0,0.92,1.82,2018-11-26 06:49:45.000
1183,0.51,Lyft,North Station,Haymarket Square,7.0,1.0,8057919d-e4a2-4bc7-bf56-9b6a82737b76,lyft,Lyft,2018-11-28 13:32:07.899,2018-11-28:13.32.07,37.96,Haymarket Square,0.55,991.82,0.0,0.69,6.72,2018-11-28 13:32:07.000
1074,1.71,Uber,West End,South Station,15.0,1.0,2ac19085-c857-4a09-9e99-4802c9570aea,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27 01:45:22.042,2018-11-27:01.45.22,44.31,South Station,1.0,1004.19,0.7505,0.9,12.48,2018-11-27 01:45:22.000
3646,1.23,Lyft,Theatre District,Haymarket Square,27.5,1.0,b5be7c19-f132-4ade-ba2e-1e2318bc84ed,lyft_luxsuv,Lux Black XL,2018-11-28 12:06:23.348,2018-11-28:12.06.23,34.66,Haymarket Square,0.77,991.15,0.0,0.76,6.69,2018-11-28 12:06:23.000
892,1.5,Uber,North Station,South Station,26.5,1.0,f5623d0f-8d32-4d81-9242-28048fd9ce4f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 21:02:08.883,2018-11-28:21.02.08,41.31,South Station,0.93,993.45,0.0,0.63,8.55,2018-11-28 21:02:08.000
274,2.15,Lyft,South Station,West End,9.0,1.0,bcf8bbce-1da4-4ef8-a6a3-9b3297e0add7,lyft,Lyft,2018-11-28 13:32:07.703,2018-11-28:13.32.07,38.31,West End,0.59,991.71,0.0,0.68,6.86,2018-11-28 13:32:07.000
476,0.59,Lyft,South Station,Theatre District,11.0,1.0,b7fe1147-3c54-4512-9a42-232a5ac6c5fa,lyft_plus,Lyft XL,2018-11-28 14:02:08.232,2018-11-28:14.02.08,38.44,Theatre District,0.49,991.65,0.0,0.67,11.31,2018-11-28 14:02:08.000
3856,1.18,Lyft,Haymarket Square,Financial District,7.0,1.0,2b62f1bc-ce10-44f3-8224-6a788bf06663,lyft,Lyft,2018-11-28 07:34:35.571,2018-11-28:07.34.35,35.86,Financial District,0.15,991.76,0.0,0.77,6.73,2018-11-28 07:34:35.000
3010,2.33,Uber,North End,Back Bay,27.5,1.0,561eb9a8-9d3d-4cd1-8082-026bb2dc41fc,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 01:53:39.374,2018-11-29:01.53.39,38.55,Back Bay,0.57,997.68,0.0,0.7,9.96,2018-11-29 01:53:39.000
2453,2.33,Uber,North End,Back Bay,11.0,1.0,a4cc8cb2-70fc-4f50-a00f-65a2af5e3b50,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 12:32:07.911,2018-11-28:12.32.07,36.05,Back Bay,0.73,991.32,0.0,0.72,7.65,2018-11-28 12:32:07.000
3800,1.18,Uber,Theatre District,Haymarket Square,5.5,1.0,f77b5bcc-a223-45d5-9de2-c233dd29c7b5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 17:02:08.126,2018-11-28:17.02.08,41.38,Haymarket Square,0.92,991.49,0.0,0.63,9.24,2018-11-28 17:02:08.000
1374,4.72,Uber,Financial District,Boston University,33.0,1.0,a4928ee6-5105-4dd1-acc5-3c5b0dca0b6c,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 06:29:02.120,2018-11-26:06.29.02,40.45,Boston University,1.0,1014.16,0.0,0.92,1.27,2018-11-26 06:29:02.000
245,1.17,Uber,North End,Beacon Hill,27.5,1.0,4f39c737-f8f7-47a0-a8aa-86b7095e9dee,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 20:32:07.794,2018-11-28:20.32.07,40.98,Beacon Hill,1.0,993.29,0.0,0.65,9.83,2018-11-28 20:32:07.000
3743,2.65,Lyft,Beacon Hill,Boston University,30.0,1.0,5d3c0340-5e70-4aee-af98-b4a5b1bafdbd,lyft_luxsuv,Lux Black XL,2018-11-28 19:06:23.849,2018-11-28:19.06.23,41.1,Boston University,1.0,991.93,0.0,0.64,9.41,2018-11-28 19:06:23.000
3669,2.52,Lyft,Northeastern University,Beacon Hill,13.5,1.0,2584a536-c5c2-437a-8566-2de0745945f1,lyft_plus,Lyft XL,2018-11-28 09:48:16.890,2018-11-28:09.48.16,33.69,Beacon Hill,0.12,991.21,0.0,0.82,5.36,2018-11-28 09:48:16.000
2849,3.01,Uber,Boston University,North Station,18.5,1.0,1ef900b7-26f3-44ab-80aa-60f9592b73bf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 14:02:08.437,2018-11-28:14.02.08,38.44,North Station,0.48,991.64,0.0,0.67,11.41,2018-11-28 14:02:08.000
1637,3.07,Uber,North Station,Fenway,9.5,1.0,1d4ab64c-0069-4299-b082-55456ebb2584,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 16:32:08.533,2018-11-28:16.32.08,41.27,Fenway,0.66,991.63,0.0,0.63,10.42,2018-11-28 16:32:08.000
3274,1.75,Lyft,Theatre District,North End,30.0,1.0,076118c2-ed12-4f0c-9457-e3892bd85eed,lyft_luxsuv,Lux Black XL,2018-11-26 09:29:09.417,2018-11-26:09.29.09,40.91,North End,1.0,1014.75,0.0,0.93,1.16,2018-11-26 09:29:09.000
3457,4.24,Lyft,South Station,Back Bay,45.5,1.0,b21673a2-2f4c-4e14-997a-ef0b5c82d01c,lyft_luxsuv,Lux Black XL,2018-11-27 00:42:13.994,2018-11-27:00.42.13,43.83,Back Bay,0.97,1005.9,0.2173,0.91,10.93,2018-11-27 00:42:13.000
1915,0.57,Lyft,North Station,Haymarket Square,9.0,1.0,413963b3-978c-44a2-9e6e-b56d9f9386c2,lyft_plus,Lyft XL,2018-11-26 10:35:09.946,2018-11-26:10.35.09,40.57,Haymarket Square,0.99,1014.86,0.0,0.95,2.05,2018-11-26 10:35:09.000
3852,1.72,Lyft,South Station,West End,26.0,1.0,8c601cbc-f7e5-4933-a044-1f6417aa7b7c,lyft_luxsuv,Lux Black XL,2018-11-26 05:14:01.780,2018-11-26:05.14.01,40.54,West End,0.93,1013.77,0.0,0.92,2.96,2018-11-26 05:14:01.000
2223,3.12,Lyft,Boston University,Theatre District,11.0,1.0,cd1cba7b-9e55-407e-a1f3-47678bb2d330,lyft,Lyft,2018-11-28 22:02:09.091,2018-11-28:22.02.09,40.86,Theatre District,0.84,994.08,0.0,0.63,9.29,2018-11-28 22:02:09.000
1299,2.63,Lyft,Beacon Hill,Boston University,7.0,1.0,51087453-390c-40a3-8536-76b7bc6b822e,lyft_line,Shared,2018-11-29 02:07:18.273,2018-11-29:02.07.18,38.44,Boston University,0.5,997.93,0.0,0.7,10.14,2018-11-29 02:07:18.000
2599,1.04,Uber,Financial District,North End,8.5,1.0,8b336a21-91ed-4c7f-a00f-07f88b9bfb09,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 11:06:24.971,2018-11-28:11.06.24,33.24,North End,0.37,990.67,0.0,0.82,6.63,2018-11-28 11:06:24.000
1176,0.56,Lyft,North Station,Haymarket Square,5.0,1.0,11e79e75-45f2-4af4-912f-032b7f5e0ee7,lyft_line,Shared,2018-11-28 13:32:07.481,2018-11-28:13.32.07,37.96,Haymarket Square,0.55,991.82,0.0,0.69,6.72,2018-11-28 13:32:07.000
3404,1.44,Lyft,Back Bay,Fenway,7.0,1.0,05d94330-cbd0-4e40-a939-fe6da66ecb0f,lyft,Lyft,2018-11-29 01:27:03.372,2018-11-29:01.27.03,38.16,Fenway,0.59,997.52,0.0,0.72,10.33,2018-11-29 01:27:03.000
496,2.01,Lyft,North Station,South Station,30.0,1.0,46bda24b-0209-4dc0-8e62-375d8d68de54,lyft_luxsuv,Lux Black XL,2018-11-29 01:09:23.542,2018-11-29:01.09.23,36.76,South Station,0.67,997.22,0.0,0.76,10.16,2018-11-29 01:09:23.000
3692,3.37,Uber,Northeastern University,North Station,10.5,1.0,94f4a50e-8564-4f9c-9d88-a0169ab115c7,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 18:06:23.160,2018-11-28:18.06.23,41.28,North Station,0.94,991.4,0.0,0.63,9.73,2018-11-28 18:06:23.000
997,1.53,Lyft,Back Bay,Northeastern University,22.5,1.25,cd3c2971-8b6f-4804-90fd-0bb11fa13bdf,lyft_lux,Lux Black,2018-11-28 09:50:11.479,2018-11-28:09.50.11,33.38,Northeastern University,0.13,991.22,0.0,0.83,5.38,2018-11-28 09:50:11.000
3007,1.08,Uber,North End,North Station,17.0,1.0,ac1ac56c-b6bc-4821-b612-202d62a73824,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26 20:05:09.749,2018-11-26:20.05.09,45.14,North Station,0.98,1010.02,0.0,0.84,8.18,2018-11-26 20:05:09.000
188,2.73,Uber,Beacon Hill,Fenway,12.0,1.0,9f8bb43f-9b01-467f-9486-444670a84dfd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 07:33:43.247,2018-11-28:07.33.43,34.88,Fenway,0.16,991.79,0.0,0.8,6.52,2018-11-28 07:33:43.000
3555,1.74,Lyft,Haymarket Square,Theatre District,9.0,1.0,28a19c57-203c-473c-a5c6-d21a29d0b45e,lyft,Lyft,2018-11-28 12:02:07.218,2018-11-28:12.02.07,34.58,Theatre District,0.82,991.21,0.0,0.76,6.39,2018-11-28 12:02:07.000
1882,1.38,Lyft,Beacon Hill,Haymarket Square,13.5,1.0,13027020-458c-4f8f-b26f-edbf542dec1b,lyft_premier,Lux,2018-11-28 23:02:09.897,2018-11-28:23.02.09,39.94,Haymarket Square,0.98,995.03,0.0,0.64,10.02,2018-11-28 23:02:09.000
3853,1.72,Lyft,South Station,West End,16.5,1.0,a3475398-aea8-4abf-a3f2-468efa345dc8,lyft_premier,Lux,2018-11-26 05:14:01.780,2018-11-26:05.14.01,40.54,West End,0.93,1013.77,0.0,0.92,2.96,2018-11-26 05:14:01.000
3009,2.1,Lyft,South Station,North Station,3.0,1.0,088294ed-5aa1-4394-9256-9f4a9faebc87,lyft_line,Shared,2018-11-26 20:05:09.749,2018-11-26:20.05.09,45.14,North Station,0.98,1010.02,0.0,0.84,8.18,2018-11-26 20:05:09.000
930,2.35,Lyft,Boston University,Beacon Hill,13.5,1.0,34aab581-fc6d-4838-b1bd-c35c4edafb42,lyft_plus,Lyft XL,2018-11-29 01:51:40.876,2018-11-29:01.51.40,38.51,Beacon Hill,0.58,997.63,0.002,0.7,9.92,2018-11-29 01:51:40.000
3168,0.9,Uber,North End,North Station,15.5,1.0,0bf47ef2-5b86-4f2a-8d8f-29bba9cef5c3,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 23:49:34.624,2018-11-28:23.49.34,39.33,North Station,0.86,995.9,0.0,0.66,10.4,2018-11-28 23:49:34.000
3631,0.43,Lyft,North Station,Haymarket Square,9.0,1.0,be6948e9-4e2c-41e3-81bc-951d1544eaf4,lyft_plus,Lyft XL,2018-11-29 04:46:23.883,2018-11-29:04.46.23,37.82,Haymarket Square,0.45,998.91,0.0,0.7,9.41,2018-11-29 04:46:23.000
2455,1.66,Lyft,Fenway,Back Bay,34.0,1.75,cdf76514-05a1-4c8b-ad88-f0465007e614,lyft_lux,Lux Black,2018-11-29 01:02:08.428,2018-11-29:01.02.08,38.74,Back Bay,0.71,997.14,0.0,0.7,9.89,2018-11-29 01:02:08.000
2473,0.72,Uber,Haymarket Square,West End,7.5,1.0,e66b1804-90b2-4fd4-a1ae-06942c05ff81,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 20:32:07.722,2018-11-28:20.32.07,40.71,West End,1.0,993.28,0.0,0.66,9.82,2018-11-28 20:32:07.000
3545,2.82,Uber,West End,South Station,9.5,1.0,08af5095-3035-4f40-b526-ac0ec03d93ed,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 12:02:07.380,2018-11-28:12.02.07,34.94,South Station,0.82,991.21,0.0,0.75,6.41,2018-11-28 12:02:07.000
3061,2.99,Lyft,North End,Back Bay,38.5,1.0,af1b7c65-8930-4120-be2c-fca8cfab71d8,lyft_luxsuv,Lux Black XL,2018-11-26 06:16:16.725,2018-11-26:06.16.16,40.47,Back Bay,1.0,1014.18,0.0,0.91,1.19,2018-11-26 06:16:16.000
1512,1.09,Lyft,Financial District,North End,26.0,1.0,e7ce612f-e425-46cb-9caa-b1c9a6c1b291,lyft_luxsuv,Lux Black XL,2018-11-26 21:35:09.688,2018-11-26:21.35.09,44.6,North End,0.92,1009.04,0.003,0.86,9.46,2018-11-26 21:35:09.000
1142,0.72,Uber,Haymarket Square,West End,7.0,1.0,a36c0d1d-633c-4998-95d5-5561171735b3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 00:02:07.823,2018-11-29:00.02.07,39.1,West End,0.83,996.07,0.0,0.67,10.69,2018-11-29 00:02:07.000
3071,4.72,Uber,Financial District,Boston University,42.0,1.0,70f6a1d9-4388-4e1d-9d3a-2b196e88dd8e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 09:50:11.479,2018-11-28:09.50.11,33.78,Boston University,0.13,991.21,0.0,0.82,5.3,2018-11-28 09:50:11.000
3660,3.18,Uber,North Station,Fenway,11.5,1.0,4c0b25cb-bdfd-49a4-9c75-97e2b5ffb113,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 11:02:07.434,2018-11-28:11.02.07,33.14,Fenway,0.39,990.65,0.0,0.82,6.45,2018-11-28 11:02:07.000
3820,2.29,Lyft,Haymarket Square,Back Bay,16.5,1.0,0dc21bc0-933c-4733-b1d9-2e19335fa344,lyft_premier,Lux,2018-11-29 04:32:07.667,2018-11-29:04.32.07,37.58,Back Bay,0.5,998.76,0.0,0.71,9.93,2018-11-29 04:32:07.000
3710,2.14,Uber,South Station,West End,14.0,1.0,1728bb1b-b766-4b2e-9a93-3de9a3205708,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26 05:50:00.403,2018-11-26:05.50.00,40.36,West End,1.0,1014.16,0.0,0.91,0.73,2018-11-26 05:50:00.000
1854,2.79,Lyft,West End,Northeastern University,9.0,1.0,370abb1c-ccf3-40dc-b4e9-b627d07964a7,lyft_line,Shared,2018-11-28 16:32:08.309,2018-11-28:16.32.08,41.34,Northeastern University,0.66,991.63,0.0,0.63,10.44,2018-11-28 16:32:08.000
3427,1.06,Lyft,North End,West End,16.5,1.0,139a41c7-08ce-469c-8703-338ecc4a104f,lyft_lux,Lux Black,2018-11-29 06:41:41.988,2018-11-29:06.41.41,37.44,West End,0.61,1000.6,0.0,0.71,10.54,2018-11-29 06:41:41.000
3127,2.86,Uber,West End,Northeastern University,11.5,1.0,9d14614d-9706-43e6-af59-c36e61950da9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 13:32:07.682,2018-11-28:13.32.07,37.96,Northeastern University,0.55,991.86,0.0,0.69,6.64,2018-11-28 13:32:07.000
3329,1.82,Uber,Back Bay,Fenway,9.5,1.0,e7f0ed32-6a1b-4bb5-9992-8bf86f3d2bbd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 20:32:07.951,2018-11-28:20.32.07,40.81,Fenway,1.0,993.33,0.0,0.65,9.75,2018-11-28 20:32:07.000
64,2.62,Uber,Boston University,Theatre District,11.0,1.0,ee25e017-44e2-4ece-a909-822ba7ebe9d4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27 00:58:49.433,2018-11-27:00.58.49,43.95,Theatre District,0.98,1005.98,0.1884,0.9,9.95,2018-11-27 00:58:49.000
191,3.05,Uber,Fenway,North Station,17.0,1.0,e1c2b946-108e-4609-a03e-96c791a5a03b,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 13:02:07.840,2018-11-28:13.02.07,36.84,North Station,0.64,991.55,0.0,0.7,6.56,2018-11-28 13:02:07.000
1399,1.54,Lyft,Back Bay,Boston University,13.5,1.0,18589365-3dfb-4d68-b7b1-fe20738cbb8c,lyft_plus,Lyft XL,2018-11-26 22:42:25.304,2018-11-26:22.42.25,44.48,Boston University,0.97,1007.91,0.0082,0.88,9.47,2018-11-26 22:42:25.000
279,2.89,Lyft,Boston University,West End,19.5,1.0,b54b6922-fe9a-4cc6-b3ae-c267365850c9,lyft_premier,Lux,2018-11-28 13:32:07.894,2018-11-28:13.32.07,38.31,West End,0.59,991.71,0.0,0.68,6.86,2018-11-28 13:32:07.000
2231,2.08,Lyft,West End,South Station,7.0,1.0,af8aa74a-1218-40f3-bfa8-0f8ce943cde0,lyft_line,Shared,2018-11-28 23:02:09.612,2018-11-28:23.02.09,40.49,South Station,0.99,995.03,0.0,0.62,10.1,2018-11-28 23:02:09.000
838,1.0,Uber,Financial District,Haymarket Square,6.5,1.0,670a9598-bf09-4aed-b5a6-c189829e36f7,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 02:32:08.328,2018-11-29:02.32.08,38.05,Haymarket Square,0.37,998.28,0.0,0.71,10.79,2018-11-29 02:32:08.000
2698,2.19,Uber,North End,Beacon Hill,8.5,1.0,19057536-2588-4198-aabd-81d9e3b77280,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 00:53:38.832,2018-11-29:00.53.38,38.75,Beacon Hill,0.75,996.86,0.0,0.7,9.78,2018-11-29 00:53:38.000
1508,1.09,Lyft,Financial District,North End,16.5,1.0,6aa1a233-2a4b-43bf-891d-0ab415017245,lyft_lux,Lux Black,2018-11-26 21:35:09.688,2018-11-26:21.35.09,44.6,North End,0.92,1009.04,0.003,0.86,9.46,2018-11-26 21:35:09.000
688,1.61,Uber,Haymarket Square,Theatre District,19.0,1.0,41c59436-535d-4fac-aac3-f273fc1cd95d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 23:02:09.581,2018-11-28:23.02.09,39.88,Theatre District,0.98,995.04,0.0,0.64,10.05,2018-11-28 23:02:09.000
2637,3.24,Lyft,North Station,Fenway,16.5,1.0,ea2bf9be-ec81-47aa-a9fa-28f541b6a481,lyft_plus,Lyft XL,2018-11-28 09:34:34.964,2018-11-28:09.34.34,33.25,Fenway,0.42,991.83,0.0,0.84,5.89,2018-11-28 09:34:34.000
1315,1.28,Lyft,North End,Financial District,13.5,1.0,9edec32a-7ff3-4543-8d2a-62e7dd3227d8,lyft_premier,Lux,2018-11-26 22:42:24.280,2018-11-26:22.42.24,45.52,Financial District,0.97,1007.96,0.0118,0.84,9.72,2018-11-26 22:42:24.000
1137,3.0,Lyft,Northeastern University,West End,9.0,1.0,518bee57-15e2-49f5-899d-abbd70a749dd,lyft_line,Shared,2018-11-29 00:02:07.892,2018-11-29:00.02.07,39.1,West End,0.83,996.07,0.0,0.67,10.69,2018-11-29 00:02:07.000
2878,0.02,Uber,Theatre District,South Station,27.5,1.0,9ac49f83-dca2-4e6c-8464-dbe907037935,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-29 06:49:50.787,2018-11-29:06.49.50,38.11,South Station,0.98,1000.17,0.0,0.69,10.07,2018-11-29 06:49:50.000
2839,4.32,Lyft,Financial District,Fenway,7.0,1.0,268bf231-245b-4421-897a-060a9ccf2903,lyft_line,Shared,2018-11-28 11:06:24.370,2018-11-28:11.06.24,33.12,Fenway,0.4,990.69,0.0,0.82,6.52,2018-11-28 11:06:24.000
2937,3.09,Uber,North Station,Fenway,9.5,1.0,3a244686-20f3-470e-9484-7a14598af36a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 00:37:34.917,2018-11-29:00.37.34,38.39,Fenway,0.76,996.83,0.0,0.69,10.85,2018-11-29 00:37:34.000
861,3.22,Uber,North Station,Northeastern University,12.5,1.0,af39d8d8-eda9-4cfe-9e89-b315a7c43471,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 00:45:22.382,2018-11-28:00.45.22,38.75,Northeastern University,0.04,992.12,0.0,0.73,7.43,2018-11-28 00:45:22.000
2627,2.98,Lyft,Northeastern University,West End,7.0,1.0,00da877e-9fd5-406e-9dc6-1611aaf53cf9,lyft_line,Shared,2018-11-28 17:32:07.551,2018-11-28:17.32.07,41.4,West End,0.86,991.66,0.0,0.64,9.92,2018-11-28 17:32:07.000
1209,1.21,Uber,North End,Financial District,8.0,1.0,0102ed84-23cc-4984-9555-4bc1b130f11a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 23:02:09.810,2018-11-28:23.02.09,40.49,Financial District,0.98,995.03,0.0,0.62,10.08,2018-11-28 23:02:09.000
